Date,Order ID,Item Name,Category,Quantity,Item Price,Discount,GST,Delivery Charges,Customer Paid Amount,Net Sales,Payment Method,Order Status
2025-09-12,SWG100220,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,UPI,Delivered
2025-09-12,SWG100221,Masala Dosa,South Indian,1,140.00,14.00,6.30,20.00,152.30,126.00,UPI,Delivered
2025-09-12,SWG100222,Paneer Tikka,Starters,1,230.00,0.00,11.50,30.00,271.50,230.00,Credit Card,Delivered
2025-09-12,SWG100223,Chicken Tikka,Starters,2,520.00,78.00,22.10,20.00,484.10,442.00,Credit Card,Delivered
2025-09-12,SWG100224,Butter Naan,Breads,1,60.00,0.00,3.00,0.00,63.00,60.00,Credit Card,Delivered
2025-09-12,SWG100225,Gulab Jamun,Desserts,1,90.00,4.50,4.28,20.00,109.78,85.50,Credit Card,Delivered
2025-09-12,SWG100226,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,20.00,180.65,153.00,Debit Card,Delivered
2025-09-12,SWG100227,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,30.00,199.58,161.50,Cash,Delivered
2025-09-12,SWG100228,Veg Biryani,Biryani,1,180.00,27.00,7.65,40.00,200.65,153.00,Cash,Delivered
2025-09-12,SWG100229,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,20.00,199.55,171.00,Credit Card,Delivered
2025-09-12,SWG100230,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,UPI,Delivered
2025-09-12,SWG100231,Hakka Noodles,Rice & Noodles,2,360.00,36.00,16.20,0.00,340.20,324.00,Debit Card,Delivered
2025-09-12,SWG100232,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,40.00,379.15,323.00,Credit Card,Delivered
2025-09-12,SWG100233,Fried Rice,Rice & Noodles,2,340.00,0.00,17.00,40.00,397.00,340.00,Debit Card,Delivered
2025-09-12,SWG100234,Veg Biryani,Biryani,1,180.00,0.00,9.00,30.00,219.00,180.00,Debit Card,Delivered
2025-09-12,SWG100235,Paneer Butter Masala,Main Course,2,480.00,48.00,21.60,20.00,473.60,432.00,Debit Card,Delivered
2025-09-12,SWG100236,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,40.00,209.58,161.50,UPI,Delivered
2025-09-13,SWG100237,Veg Biryani,Biryani,2,360.00,54.00,15.30,0.00,321.30,306.00,Credit Card,Delivered
2025-09-13,SWG100238,Masala Dosa,South Indian,1,140.00,7.00,6.65,40.00,179.65,133.00,Cash,Delivered
2025-09-13,SWG100239,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,Credit Card,Delivered
2025-09-13,SWG100240,Butter Naan,Breads,1,60.00,0.00,3.00,30.00,93.00,60.00,Cash,Delivered
2025-09-13,SWG100241,Butter Naan,Breads,1,60.00,0.00,3.00,30.00,93.00,60.00,UPI,Delivered
2025-09-13,SWG100242,Paneer Tikka,Starters,2,460.00,0.00,23.00,40.00,523.00,0.00,Debit Card,Cancelled
2025-09-13,SWG100243,Chicken Biryani,Biryani,1,220.00,0.00,11.00,30.00,261.00,220.00,UPI,Delivered
2025-09-13,SWG100244,Gulab Jamun,Desserts,1,90.00,9.00,4.05,20.00,105.05,81.00,Debit Card,Delivered
2025-09-13,SWG100245,Butter Naan,Breads,2,120.00,18.00,5.10,40.00,147.10,102.00,Credit Card,Delivered
2025-09-13,SWG100246,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,UPI,Delivered
2025-09-13,SWG100247,Veg Biryani,Biryani,2,360.00,36.00,16.20,30.00,370.20,324.00,Cash,Delivered
2025-09-13,SWG100248,Masala Dosa,South Indian,1,140.00,7.00,6.65,30.00,169.65,133.00,UPI,Delivered
2025-09-13,SWG100249,Chicken Tikka,Starters,1,260.00,26.00,11.70,40.00,285.70,234.00,Cash,Delivered
2025-09-13,SWG100250,Paneer Tikka,Starters,1,230.00,11.50,10.93,40.00,269.43,218.50,Debit Card,Delivered
2025-09-13,SWG100251,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,40.00,229.00,180.00,Credit Card,Delivered
2025-09-13,SWG100252,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,0.00,189.00,180.00,Debit Card,Delivered
2025-09-13,SWG100253,Masala Dosa,South Indian,1,140.00,21.00,5.95,20.00,144.95,119.00,Debit Card,Delivered
2025-09-13,SWG100254,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,40.00,200.65,153.00,UPI,Delivered
2025-09-13,SWG100255,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,30.00,244.20,204.00,Credit Card,Delivered
2025-09-13,SWG100256,Chicken Biryani,Biryani,1,220.00,33.00,9.35,0.00,196.35,187.00,Credit Card,Delivered
2025-09-13,SWG100257,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Debit Card,Delivered
2025-09-13,SWG100258,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Cash,Delivered
2025-09-13,SWG100259,Chicken Tikka,Starters,1,260.00,13.00,12.35,0.00,259.35,247.00,Credit Card,Delivered
2025-09-14,SWG100260,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,30.00,208.50,170.00,Cash,Delivered
2025-09-14,SWG100261,Veg Biryani,Biryani,3,540.00,54.00,24.30,40.00,550.30,486.00,Credit Card,Delivered
2025-09-14,SWG100262,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,Debit Card,Delivered
2025-09-14,SWG100263,Chicken Tikka,Starters,1,260.00,26.00,11.70,30.00,275.70,234.00,Credit Card,Delivered
2025-09-14,SWG100264,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Credit Card,Delivered
2025-09-14,SWG100265,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,40.00,200.65,153.00,Credit Card,Delivered
2025-09-14,SWG100266,Gulab Jamun,Desserts,2,180.00,0.00,9.00,30.00,219.00,180.00,Cash,Delivered
2025-09-14,SWG100267,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,0.00,160.65,153.00,Debit Card,Delivered
2025-09-14,SWG100268,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,20.00,246.80,216.00,Credit Card,Delivered
2025-09-14,SWG100269,Butter Naan,Breads,1,60.00,0.00,3.00,0.00,63.00,60.00,Debit Card,Delivered
2025-09-14,SWG100270,Butter Naan,Breads,1,60.00,3.00,2.85,30.00,89.85,57.00,Debit Card,Delivered
2025-09-14,SWG100271,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,20.00,246.80,216.00,UPI,Delivered
2025-09-14,SWG100272,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,20.00,199.55,171.00,Debit Card,Delivered
2025-09-14,SWG100273,Gulab Jamun,Desserts,1,90.00,0.00,4.50,0.00,94.50,90.00,Debit Card,Delivered
2025-09-14,SWG100274,Veg Biryani,Biryani,2,360.00,54.00,15.30,0.00,321.30,306.00,Debit Card,Delivered
2025-09-14,SWG100275,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,UPI,Delivered
2025-09-14,SWG100276,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Credit Card,Delivered
2025-09-14,SWG100277,Chicken Tikka,Starters,2,520.00,52.00,23.40,30.00,521.40,0.00,Credit Card,Cancelled
2025-09-14,SWG100278,Chicken Tikka,Starters,1,260.00,0.00,13.00,30.00,303.00,260.00,UPI,Delivered
2025-09-14,SWG100279,Masala Dosa,South Indian,1,140.00,7.00,6.65,0.00,139.65,133.00,Cash,Delivered
2025-09-14,SWG100280,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,Debit Card,Delivered
2025-09-14,SWG100281,Veg Biryani,Biryani,2,360.00,54.00,15.30,40.00,361.30,306.00,Debit Card,Delivered
2025-09-15,SWG100282,Paneer Tikka,Starters,1,230.00,11.50,10.93,20.00,249.43,218.50,UPI,Delivered
2025-09-15,SWG100283,Chicken Biryani,Biryani,1,220.00,33.00,9.35,30.00,226.35,187.00,UPI,Delivered
2025-09-15,SWG100284,Paneer Tikka,Starters,1,230.00,23.00,10.35,30.00,247.35,207.00,Debit Card,Delivered
2025-09-15,SWG100285,Chicken Biryani,Biryani,1,220.00,11.00,10.45,30.00,249.45,209.00,UPI,Delivered
2025-09-15,SWG100286,Paneer Tikka,Starters,1,230.00,23.00,10.35,0.00,217.35,207.00,UPI,Delivered
2025-09-15,SWG100287,Paneer Tikka,Starters,1,230.00,23.00,10.35,30.00,247.35,207.00,Credit Card,Delivered
2025-09-15,SWG100288,Gulab Jamun,Desserts,1,90.00,0.00,4.50,0.00,94.50,90.00,Debit Card,Delivered
2025-09-15,SWG100289,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,20.00,189.58,161.50,Debit Card,Delivered
2025-09-15,SWG100290,Butter Naan,Breads,1,60.00,6.00,2.70,30.00,86.70,54.00,Cash,Delivered
2025-09-15,SWG100291,Gulab Jamun,Desserts,1,90.00,0.00,4.50,30.00,124.50,90.00,UPI,Delivered
2025-09-15,SWG100292,Paneer Tikka,Starters,1,230.00,0.00,11.50,40.00,281.50,230.00,Credit Card,Delivered
2025-09-15,SWG100293,Chicken Biryani,Biryani,1,220.00,11.00,10.45,40.00,259.45,209.00,Credit Card,Delivered
2025-09-15,SWG100294,Chicken Biryani,Biryani,1,220.00,0.00,11.00,20.00,251.00,220.00,Debit Card,Delivered
2025-09-15,SWG100295,Paneer Tikka,Starters,1,230.00,11.50,10.93,40.00,269.43,218.50,Cash,Delivered
2025-09-15,SWG100296,Chicken Biryani,Biryani,1,220.00,11.00,10.45,30.00,249.45,0.00,Cash,Cancelled
2025-09-15,SWG100297,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,40.00,219.55,171.00,Debit Card,Delivered
2025-09-16,SWG100298,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,40.00,210.10,162.00,Credit Card,Delivered
2025-09-16,SWG100299,Masala Dosa,South Indian,1,140.00,7.00,6.65,30.00,169.65,133.00,Credit Card,Delivered
2025-09-16,SWG100300,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Cash,Delivered
2025-09-16,SWG100301,Paneer Tikka,Starters,2,460.00,23.00,21.85,30.00,488.85,437.00,UPI,Delivered
2025-09-16,SWG100302,Chicken Tikka,Starters,2,520.00,52.00,23.40,40.00,531.40,468.00,Debit Card,Delivered
2025-09-16,SWG100303,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,0.00,179.55,171.00,Credit Card,Delivered
2025-09-16,SWG100304,Veg Biryani,Biryani,1,180.00,9.00,8.55,20.00,199.55,171.00,Cash,Delivered
2025-09-16,SWG100305,Chicken Tikka,Starters,1,260.00,0.00,13.00,20.00,293.00,260.00,Credit Card,Delivered
2025-09-16,SWG100306,Paneer Tikka,Starters,1,230.00,34.50,9.78,40.00,245.28,195.50,Debit Card,Delivered
2025-09-16,SWG100307,Chicken Tikka,Starters,1,260.00,0.00,13.00,0.00,273.00,260.00,Credit Card,Delivered
2025-09-16,SWG100308,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,20.00,209.00,180.00,Credit Card,Delivered
2025-09-16,SWG100309,Chicken Biryani,Biryani,3,660.00,99.00,28.05,40.00,629.05,561.00,Debit Card,Delivered
2025-09-16,SWG100310,Chicken Biryani,Biryani,1,220.00,0.00,11.00,30.00,261.00,220.00,Cash,Delivered
2025-09-16,SWG100311,Butter Naan,Breads,2,120.00,18.00,5.10,30.00,137.10,102.00,UPI,Delivered
2025-09-16,SWG100312,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,UPI,Delivered
2025-09-16,SWG100313,Chicken Tikka,Starters,2,520.00,26.00,24.70,20.00,538.70,494.00,Cash,Delivered
2025-09-16,SWG100314,Paneer Tikka,Starters,1,230.00,0.00,11.50,40.00,281.50,230.00,Credit Card,Delivered
2025-09-16,SWG100315,Butter Naan,Breads,1,60.00,3.00,2.85,0.00,59.85,57.00,Credit Card,Delivered
2025-09-17,SWG100316,Chicken Tikka,Starters,1,260.00,0.00,13.00,30.00,303.00,260.00,Credit Card,Delivered
2025-09-17,SWG100317,Chicken Biryani,Biryani,1,220.00,33.00,9.35,30.00,226.35,187.00,Debit Card,Delivered
2025-09-17,SWG100318,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,30.00,256.80,216.00,Credit Card,Delivered
2025-09-17,SWG100319,Butter Naan,Breads,1,60.00,9.00,2.55,30.00,83.55,51.00,Cash,Delivered
2025-09-17,SWG100320,Hakka Noodles,Rice & Noodles,2,360.00,18.00,17.10,20.00,379.10,342.00,UPI,Delivered
2025-09-17,SWG100321,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,0.00,170.10,162.00,UPI,Delivered
2025-09-17,SWG100322,Chicken Biryani,Biryani,2,440.00,22.00,20.90,20.00,458.90,418.00,Cash,Delivered
2025-09-17,SWG100323,Paneer Butter Masala,Main Course,1,240.00,36.00,10.20,0.00,214.20,204.00,Cash,Delivered
2025-09-17,SWG100324,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,Cash,Delivered
2025-09-17,SWG100325,Masala Dosa,South Indian,1,140.00,21.00,5.95,30.00,154.95,119.00,Credit Card,Delivered
2025-09-17,SWG100326,Gulab Jamun,Desserts,1,90.00,13.50,3.83,30.00,110.33,76.50,UPI,Delivered
2025-09-17,SWG100327,Paneer Butter Masala,Main Course,3,720.00,108.00,30.60,0.00,642.60,612.00,Credit Card,Delivered
2025-09-17,SWG100328,Butter Naan,Breads,2,120.00,18.00,5.10,30.00,137.10,0.00,Cash,Cancelled
2025-09-17,SWG100329,Fried Rice,Rice & Noodles,2,340.00,51.00,14.45,40.00,343.45,289.00,Credit Card,Delivered
2025-09-17,SWG100330,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,Credit Card,Delivered
2025-09-18,SWG100331,Chicken Biryani,Biryani,2,440.00,44.00,19.80,40.00,455.80,396.00,Cash,Delivered
2025-09-18,SWG100332,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,20.00,199.55,171.00,Credit Card,Delivered
2025-09-18,SWG100333,Masala Dosa,South Indian,1,140.00,0.00,7.00,0.00,147.00,140.00,Cash,Delivered
2025-09-18,SWG100334,Gulab Jamun,Desserts,2,180.00,0.00,9.00,20.00,209.00,180.00,UPI,Delivered
2025-09-18,SWG100335,Gulab Jamun,Desserts,1,90.00,0.00,4.50,20.00,114.50,90.00,Cash,Delivered
2025-09-18,SWG100336,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,0.00,169.58,161.50,Debit Card,Delivered
2025-09-18,SWG100337,Veg Biryani,Biryani,2,360.00,36.00,16.20,30.00,370.20,324.00,Credit Card,Delivered
2025-09-18,SWG100338,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,30.00,200.10,162.00,Credit Card,Delivered
2025-09-18,SWG100339,Paneer Tikka,Starters,1,230.00,0.00,11.50,30.00,271.50,230.00,Cash,Delivered
2025-09-18,SWG100340,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,40.00,200.65,153.00,Cash,Delivered
2025-09-18,SWG100341,Butter Naan,Breads,2,120.00,18.00,5.10,20.00,127.10,102.00,Debit Card,Delivered
2025-09-18,SWG100342,Butter Naan,Breads,2,120.00,0.00,6.00,40.00,166.00,120.00,Credit Card,Delivered
2025-09-18,SWG100343,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Cash,Delivered
2025-09-18,SWG100344,Chicken Tikka,Starters,1,260.00,13.00,12.35,0.00,259.35,247.00,UPI,Delivered
2025-09-18,SWG100345,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,40.00,279.40,228.00,Debit Card,Delivered
2025-09-18,SWG100346,Masala Dosa,South Indian,3,420.00,0.00,21.00,20.00,461.00,420.00,UPI,Delivered
2025-09-18,SWG100347,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,40.00,379.15,323.00,Debit Card,Delivered
2025-09-18,SWG100348,Masala Dosa,South Indian,1,140.00,14.00,6.30,30.00,162.30,126.00,Cash,Delivered
2025-09-18,SWG100349,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Debit Card,Delivered
2025-09-19,SWG100350,Veg Biryani,Biryani,1,180.00,0.00,9.00,30.00,219.00,180.00,Cash,Delivered
2025-09-19,SWG100351,Masala Dosa,South Indian,1,140.00,14.00,6.30,20.00,152.30,126.00,Credit Card,Delivered
2025-09-19,SWG100352,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,30.00,190.65,153.00,Cash,Delivered
2025-09-19,SWG100353,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,20.00,180.65,153.00,Cash,Delivered
2025-09-19,SWG100354,Butter Naan,Breads,2,120.00,0.00,6.00,0.00,126.00,120.00,UPI,Delivered
2025-09-19,SWG100355,Chicken Biryani,Biryani,2,440.00,66.00,18.70,20.00,412.70,374.00,Credit Card,Delivered
2025-09-19,SWG100356,Paneer Butter Masala,Main Course,1,240.00,0.00,12.00,20.00,272.00,240.00,Debit Card,Delivered
2025-09-19,SWG100357,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,Cash,Delivered
2025-09-19,SWG100358,Chicken Biryani,Biryani,1,220.00,22.00,9.90,30.00,237.90,198.00,Cash,Delivered
2025-09-19,SWG100359,Butter Naan,Breads,1,60.00,0.00,3.00,20.00,83.00,60.00,Debit Card,Delivered
2025-09-19,SWG100360,Chicken Tikka,Starters,1,260.00,39.00,11.05,0.00,232.05,221.00,Cash,Delivered
2025-09-19,SWG100361,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,30.00,199.58,161.50,UPI,Delivered
2025-09-19,SWG100362,Chicken Biryani,Biryani,1,220.00,33.00,9.35,40.00,236.35,187.00,UPI,Delivered
2025-09-19,SWG100363,Chicken Biryani,Biryani,1,220.00,0.00,11.00,40.00,271.00,220.00,Debit Card,Delivered
2025-09-19,SWG100364,Gulab Jamun,Desserts,3,270.00,0.00,13.50,0.00,283.50,270.00,Cash,Delivered
2025-09-19,SWG100365,Masala Dosa,South Indian,1,140.00,0.00,7.00,30.00,177.00,140.00,UPI,Delivered
2025-09-19,SWG100366,Butter Naan,Breads,2,120.00,12.00,5.40,0.00,113.40,108.00,Credit Card,Delivered
2025-09-19,SWG100367,Paneer Tikka,Starters,2,460.00,46.00,20.70,20.00,454.70,414.00,Cash,Delivered
2025-09-19,SWG100368,Hakka Noodles,Rice & Noodles,1,180.00,9.00,8.55,0.00,179.55,171.00,Debit Card,Delivered
2025-09-19,SWG100369,Chicken Biryani,Biryani,1,220.00,11.00,10.45,0.00,219.45,209.00,Cash,Delivered
2025-09-19,SWG100370,Chicken Tikka,Starters,1,260.00,26.00,11.70,40.00,285.70,234.00,Debit Card,Delivered
2025-09-19,SWG100371,Hakka Noodles,Rice & Noodles,2,360.00,54.00,15.30,20.00,341.30,306.00,Cash,Delivered
2025-09-20,SWG100372,Paneer Butter Masala,Main Course,2,480.00,48.00,21.60,20.00,473.60,432.00,UPI,Delivered
2025-09-20,SWG100373,Masala Dosa,South Indian,1,140.00,7.00,6.65,40.00,179.65,133.00,UPI,Delivered
2025-09-20,SWG100374,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,40.00,266.80,216.00,Debit Card,Delivered
2025-09-20,SWG100375,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,40.00,279.40,228.00,Cash,Delivered
2025-09-20,SWG100376,Paneer Butter Masala,Main Course,1,240.00,24.00,10.80,0.00,226.80,216.00,Debit Card,Delivered
2025-09-20,SWG100377,Paneer Tikka,Starters,1,230.00,34.50,9.78,40.00,245.28,195.50,Credit Card,Delivered
2025-09-20,SWG100378,Gulab Jamun,Desserts,1,90.00,13.50,3.83,20.00,100.33,76.50,Debit Card,Delivered
2025-09-20,SWG100379,Masala Dosa,South Indian,1,140.00,0.00,7.00,20.00,167.00,140.00,Cash,Delivered
2025-09-20,SWG100380,Masala Dosa,South Indian,1,140.00,0.00,7.00,30.00,177.00,140.00,Credit Card,Delivered
2025-09-20,SWG100381,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,40.00,209.58,161.50,Debit Card,Delivered
2025-09-20,SWG100382,Chicken Biryani,Biryani,2,440.00,44.00,19.80,40.00,455.80,396.00,Debit Card,Delivered
2025-09-20,SWG100383,Fried Rice,Rice & Noodles,1,170.00,8.50,8.08,30.00,199.58,161.50,Credit Card,Delivered
2025-09-20,SWG100384,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,30.00,181.73,144.50,Cash,Delivered
2025-09-20,SWG100385,Gulab Jamun,Desserts,2,180.00,18.00,8.10,40.00,210.10,162.00,Cash,Delivered
2025-09-20,SWG100386,Chicken Tikka,Starters,1,260.00,13.00,12.35,20.00,279.35,247.00,UPI,Delivered
2025-09-20,SWG100387,Fried Rice,Rice & Noodles,2,340.00,17.00,16.15,40.00,379.15,323.00,UPI,Delivered
2025-09-20,SWG100388,Paneer Tikka,Starters,1,230.00,11.50,10.93,30.00,259.43,218.50,Credit Card,Delivered
2025-09-20,SWG100389,Paneer Tikka,Starters,2,460.00,0.00,23.00,40.00,523.00,0.00,Cash,Cancelled
2025-09-20,SWG100390,Gulab Jamun,Desserts,1,90.00,13.50,3.83,0.00,80.33,76.50,Debit Card,Delivered
2025-09-20,SWG100391,Hakka Noodles,Rice & Noodles,1,180.00,0.00,9.00,0.00,189.00,180.00,Debit Card,Delivered
2025-09-20,SWG100392,Butter Naan,Breads,1,60.00,0.00,3.00,40.00,103.00,60.00,Debit Card,Delivered
2025-09-20,SWG100393,Paneer Tikka,Starters,1,230.00,0.00,11.50,30.00,271.50,230.00,Credit Card,Delivered
2025-09-20,SWG100394,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,20.00,171.73,144.50,UPI,Delivered
2025-09-21,SWG100395,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,30.00,269.40,228.00,Cash,Delivered
2025-09-21,SWG100396,Veg Biryani,Biryani,1,180.00,18.00,8.10,40.00,210.10,162.00,Cash,Delivered
2025-09-21,SWG100397,Chicken Tikka,Starters,1,260.00,0.00,13.00,0.00,273.00,260.00,Debit Card,Delivered
2025-09-21,SWG100398,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,20.00,259.40,228.00,Credit Card,Delivered
2025-09-21,SWG100399,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,Credit Card,Delivered
2025-09-21,SWG100400,Butter Naan,Breads,1,60.00,9.00,2.55,40.00,93.55,51.00,Credit Card,Delivered
2025-09-21,SWG100401,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,0.00,151.73,144.50,Credit Card,Delivered
2025-09-21,SWG100402,Masala Dosa,South Indian,2,280.00,0.00,14.00,0.00,294.00,280.00,Credit Card,Delivered
2025-09-21,SWG100403,Chicken Tikka,Starters,1,260.00,39.00,11.05,0.00,232.05,221.00,Cash,Delivered
2025-09-21,SWG100404,Hakka Noodles,Rice & Noodles,3,540.00,54.00,24.30,40.00,550.30,486.00,UPI,Delivered
2025-09-21,SWG100405,Chicken Tikka,Starters,1,260.00,39.00,11.05,20.00,252.05,221.00,Debit Card,Delivered
2025-09-21,SWG100406,Gulab Jamun,Desserts,1,90.00,4.50,4.28,30.00,119.78,85.50,Debit Card,Delivered
2025-09-21,SWG100407,Paneer Butter Masala,Main Course,1,240.00,12.00,11.40,40.00,279.40,228.00,Credit Card,Delivered
2025-09-21,SWG100408,Gulab Jamun,Desserts,1,90.00,4.50,4.28,40.00,129.78,85.50,Credit Card,Delivered
2025-09-21,SWG100409,Hakka Noodles,Rice & Noodles,1,180.00,18.00,8.10,20.00,190.10,162.00,Cash,Delivered
2025-09-21,SWG100410,Gulab Jamun,Desserts,1,90.00,9.00,4.05,0.00,85.05,81.00,Credit Card,Delivered
2025-09-21,SWG100411,Paneer Tikka,Starters,3,690.00,103.50,29.33,40.00,655.83,586.50,Cash,Delivered
2025-09-21,SWG100412,Fried Rice,Rice & Noodles,1,170.00,0.00,8.50,0.00,178.50,170.00,Credit Card,Delivered
2025-09-21,SWG100413,Masala Dosa,South Indian,1,140.00,7.00,6.65,30.00,169.65,133.00,Cash,Delivered
2025-09-22,SWG100414,Gulab Jamun,Desserts,1,90.00,13.50,3.83,0.00,80.33,76.50,Debit Card,Delivered
2025-09-22,SWG100415,Hakka Noodles,Rice & Noodles,2,360.00,36.00,16.20,0.00,340.20,324.00,Cash,Delivered
2025-09-22,SWG100416,Hakka Noodles,Rice & Noodles,1,180.00,27.00,7.65,0.00,160.65,153.00,Credit Card,Delivered
2025-09-22,SWG100417,Masala Dosa,South Indian,2,280.00,0.00,14.00,40.00,334.00,280.00,UPI,Delivered
2025-09-22,SWG100418,Fried Rice,Rice & Noodles,2,340.00,0.00,17.00,20.00,377.00,340.00,Debit Card,Delivered
2025-09-22,SWG100419,Gulab Jamun,Desserts,1,90.00,4.50,4.28,20.00,109.78,85.50,Credit Card,Delivered
2025-09-22,SWG100420,Chicken Biryani,Biryani,1,220.00,22.00,9.90,20.00,227.90,198.00,Debit Card,Delivered
2025-09-22,SWG100421,Masala Dosa,South Indian,1,140.00,0.00,7.00,20.00,167.00,140.00,Cash,Delivered
2025-09-22,SWG100422,Chicken Biryani,Biryani,3,660.00,33.00,31.35,20.00,678.35,627.00,Debit Card,Delivered
2025-09-22,SWG100423,Veg Biryani,Biryani,2,360.00,54.00,15.30,40.00,361.30,306.00,Debit Card,Delivered
2025-09-22,SWG100424,Paneer Tikka,Starters,1,230.00,0.00,11.50,0.00,241.50,230.00,Debit Card,Delivered
2025-09-22,SWG100425,Chicken Tikka,Starters,1,260.00,39.00,11.05,30.00,262.05,221.00,UPI,Delivered
2025-09-22,SWG100426,Fried Rice,Rice & Noodles,1,170.00,17.00,7.65,0.00,160.65,153.00,Cash,Delivered
2025-09-22,SWG100427,Veg Biryani,Biryani,3,540.00,27.00,25.65,40.00,578.65,513.00,Debit Card,Delivered
2025-09-22,SWG100428,Chicken Tikka,Starters,1,260.00,13.00,12.35,40.00,299.35,247.00,UPI,Delivered
2025-09-22,SWG100429,Chicken Biryani,Biryani,1,220.00,33.00,9.35,0.00,196.35,187.00,Credit Card,Delivered
2025-09-22,SWG100430,Fried Rice,Rice & Noodles,1,170.00,25.50,7.23,20.00,171.73,0.00,Credit Card,Cancelled
2025-09-22,SWG100431,Masala Dosa,South Indian,1,140.00,14.00,6.30,0.00,132.30,126.00,Debit Card,Delivered
2025-09-23,SWG100432,Butter Naan,Breads,1,60.00,6.00,2.70,20.00,76.70,54.00,UPI,Delivered
